ticker,cik,quarter_end,year,quarter,shares,report_date,form_type,xbrl_field
ADSK,769397,2024-09-30,2024,3,215000000,2024-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
ADSK,769397,2024-12-31,2024,4,214000000,2025-01-31,10-K,CommonStockSharesOutstanding
ADSK,769397,2025-03-31,2025,1,214000000,2025-04-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
ADSK,769397,2025-06-30,2025,2,214000000,2025-07-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
ADSK,769397,2025-09-30,2025,3,213000000,2025-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
ADSK,769397,2025-12-31,2025,4,212000000,2026-01-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2013-09-30,2013,3,242600000,2013-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2013-12-31,2013,4,242600000,2013-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2014-03-31,2014,1,242600000,2014-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2014-06-30,2014,2,242600000,2014-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2014-09-30,2014,3,242600000,2014-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2014-12-31,2014,4,242600000,2014-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2015-03-31,2015,1,242600000,2015-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2015-06-30,2015,2,242600000,2015-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2015-09-30,2015,3,242600000,2015-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2015-12-31,2015,4,242600000,2015-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2016-03-31,2016,1,242600000,2016-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2016-06-30,2016,2,242600000,2016-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2016-09-30,2016,3,242600000,2016-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2016-12-31,2016,4,242600000,2016-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2017-03-31,2017,1,242600000,2017-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2017-06-30,2017,2,242600000,2017-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2017-09-30,2017,3,242600000,2017-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2017-12-31,2017,4,242600000,2017-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2018-03-31,2018,1,243600000,2018-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2018-06-30,2018,2,243600000,2018-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2018-09-30,2018,3,244200000,2018-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2018-12-31,2018,4,244500000,2018-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2019-03-31,2019,1,245600000,2019-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2019-06-30,2019,2,245800000,2019-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2019-09-30,2019,3,246000000,2019-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2019-12-31,2019,4,246200000,2019-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2020-03-31,2020,1,246900000,2020-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2020-06-30,2020,2,247100000,2020-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2020-09-30,2020,3,247200000,2020-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2020-12-31,2020,4,253300000,2020-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2021-03-31,2021,1,255500000,2021-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2021-06-30,2021,2,257100000,2021-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2021-09-30,2021,3,257600000,2021-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2021-12-31,2021,4,257700000,2021-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2022-03-31,2022,1,258200000,2022-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2022-06-30,2022,2,258400000,2022-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2022-09-30,2022,3,258500000,2022-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2022-12-31,2022,4,262000000,2022-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2023-03-31,2023,1,262600000,2023-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2023-06-30,2023,2,262700000,2023-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2023-09-30,2023,3,262900000,2023-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2023-12-31,2023,4,266300000,2023-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2024-03-31,2024,1,266600000,2024-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2024-06-30,2024,2,266800000,2024-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2024-09-30,2024,3,266900000,2024-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2024-12-31,2024,4,269900000,2024-12-31,10-K,CommonStockSharesOutstanding
AEE,1002910,2025-03-31,2025,1,270300000,2025-03-31,10-Q,CommonStockSharesOutstanding
AEE,1002910,2025-06-30,2025,2,270400000,2025-06-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2025-09-30,2025,3,270500000,2025-09-30,10-Q,CommonStockSharesOutstanding
AEE,1002910,2025-12-31,2025,4,276400000,2025-12-31,10-K,CommonStockSharesOutstanding
AEP,4904,2013-09-30,2013,3,486353876,2013-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2013-12-31,2013,4,487777372,2013-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2014-03-31,2014,1,487867089,2014-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2014-06-30,2014,2,488080505,2014-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2014-09-30,2014,3,488361017,2014-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2014-12-31,2014,4,489402567,2014-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2015-03-31,2015,1,489597986,2015-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2015-06-30,2015,2,489904417,2015-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2015-09-30,2015,3,490155315,2015-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2015-12-31,2015,4,491052581,2015-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2016-03-31,2016,1,491108392,2016-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2016-06-30,2016,2,491283967,2016-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2016-09-30,2016,3,491422921,2016-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2016-12-31,2016,4,491711928,2016-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2017-03-31,2017,1,491712042,2017-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2017-06-30,2017,2,491751614,2017-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2017-09-30,2017,3,491781643,2017-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2017-12-31,2017,4,492005598,2017-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2018-03-31,2018,1,492267402,2018-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2018-06-30,2018,2,492479035,2018-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2018-09-30,2018,3,492649456,2018-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2018-12-31,2018,4,493245876,2018-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2019-03-31,2019,1,493309076,2019-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2019-06-30,2019,2,493447477,2019-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2019-09-30,2019,3,493579430,2019-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2019-12-31,2019,4,494169471,2019-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2020-03-31,2020,1,494596869,2020-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2020-06-30,2020,2,495125961,2020-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2020-09-30,2020,3,495479190,2020-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2020-12-31,2020,4,496604194,2020-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2021-03-31,2021,1,497058635,2021-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2021-06-30,2021,2,498495532,2021-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2021-09-30,2021,3,499418278,2021-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2021-12-31,2021,4,504212015,2021-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2022-03-31,2022,1,506050147,2022-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2022-06-30,2022,2,509857710,2022-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2022-09-30,2022,3,511162723,2022-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2022-12-31,2022,4,513866081,2022-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2023-03-31,2023,1,514176648,2023-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2023-06-30,2023,2,514529837,2023-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2023-09-30,2023,3,516528239,2023-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2023-12-31,2023,4,526184585,2023-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2024-03-31,2024,1,526552036,2024-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2024-06-30,2024,2,527725426,2024-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2024-09-30,2024,3,529230818,2024-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2024-12-31,2024,4,532907715,2024-12-31,10-K,EntityCommonStockSharesOutstanding
AEP,4904,2025-03-31,2025,1,533391487,2025-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2025-06-30,2025,2,533839985,2025-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2025-09-30,2025,3,534186206,2025-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AEP,4904,2025-12-31,2025,4,540861473,2025-12-31,10-K,EntityCommonStockSharesOutstanding
AES,874761,2013-09-30,2013,3,742245268,2013-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2013-12-31,2013,4,722508342,2013-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2014-03-31,2014,1,725308630,2014-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2014-06-30,2014,2,723221508,2014-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2014-09-30,2014,3,715960427,2014-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2014-12-31,2014,4,703851297,2014-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2015-03-31,2015,1,702899220,2015-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2015-06-30,2015,2,682607128,2015-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2015-09-30,2015,3,674461074,2015-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2015-12-31,2015,4,666808790,2015-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2016-03-31,2016,1,658997660,2016-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2016-06-30,2016,2,659001121,2016-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2016-09-30,2016,3,659175940,2016-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2016-12-31,2016,4,659182232,2016-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2017-03-31,2017,1,660108793,2017-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2017-06-30,2017,2,660191726,2017-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2017-09-30,2017,3,660386566,2017-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2017-12-31,2017,4,660388128,2017-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2018-03-31,2018,1,661364449,2018-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2018-06-30,2018,2,661528835,2018-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2018-09-30,2018,3,662297479,2018-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2018-12-31,2018,4,662298096,2018-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2019-03-31,2019,1,663694956,2019-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2019-06-30,2019,2,663797594,2019-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2019-09-30,2019,3,663892656,2019-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2019-12-31,2019,4,663952656,2019-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2020-03-31,2020,1,664907475,2020-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2020-06-30,2020,2,664935827,2020-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2020-09-30,2020,3,665131148,2020-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2020-12-31,2020,4,665370128,2020-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2021-03-31,2021,1,666257334,2021-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2021-06-30,2021,2,666329509,2021-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2021-09-30,2021,3,666713829,2021-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2021-12-31,2021,4,666793625,2021-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2022-03-31,2022,1,667859645,2022-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2022-06-30,2022,2,667878925,2022-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2022-09-30,2022,3,667949778,2022-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2022-12-31,2022,4,668743464,2022-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2023-03-31,2023,1,669335716,2023-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2023-06-30,2023,2,669385716,2023-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2023-09-30,2023,3,669629035,2023-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2023-12-31,2023,4,669693234,2023-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2024-03-31,2024,1,710644647,2024-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2024-06-30,2024,2,710823239,2024-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2024-09-30,2024,3,711027043,2024-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2024-12-31,2024,4,711074269,2024-12-31,10-K,CommonStockSharesOutstanding
AES,874761,2025-03-31,2025,1,711908057,2025-03-31,10-Q,CommonStockSharesOutstanding
AES,874761,2025-06-30,2025,2,711922815,2025-06-30,10-Q,CommonStockSharesOutstanding
AES,874761,2025-09-30,2025,3,712120944,2025-09-30,10-Q,CommonStockSharesOutstanding
AES,874761,2025-12-31,2025,4,712201777,2025-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2013-09-30,2013,3,465710000,2013-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2013-12-31,2013,4,459413000,2013-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2014-03-31,2014,1,454028000,2014-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2014-06-30,2014,2,452950000,2014-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2014-09-30,2014,3,450499000,2014-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2014-12-31,2014,4,442445000,2014-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2015-03-31,2015,1,433771000,2015-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2015-06-30,2015,2,430617000,2015-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2015-09-30,2015,3,427567000,2015-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2015-12-31,2015,4,424380000,2015-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2016-03-31,2016,1,415203000,2016-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2016-06-30,2016,2,410115000,2016-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2016-09-30,2016,3,408021000,2016-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2016-12-31,2016,4,405810000,2016-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2017-03-31,2017,1,398002000,2017-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2017-06-30,2017,2,395999000,2017-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2017-09-30,2017,3,393875000,2017-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2017-12-31,2017,4,390455000,2017-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2018-03-31,2018,1,775757000,2018-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2018-06-30,2018,2,769272000,2018-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2018-09-30,2018,3,763113000,2018-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2018-12-31,2018,4,755286000,2018-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2019-03-31,2019,1,746487000,2019-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2019-06-30,2019,2,740465000,2019-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2019-09-30,2019,3,735130000,2019-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2019-12-31,2019,4,726793000,2019-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2020-03-31,2020,1,718382000,2020-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2020-06-30,2020,2,713908000,2020-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2020-09-30,2020,3,703574000,2020-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2020-12-31,2020,4,692454000,2020-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2021-03-31,2021,1,680707000,2021-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2021-06-30,2021,2,671990000,2021-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2021-09-30,2021,3,662817000,2021-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2021-12-31,2021,4,652132000,2021-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2022-03-31,2022,1,645349000,2022-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2022-06-30,2022,2,634526000,2022-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2022-09-30,2022,3,623868000,2022-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2022-12-31,2022,4,615256000,2022-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2023-03-31,2023,1,605952000,2023-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2023-06-30,2023,2,595969000,2023-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2023-09-30,2023,3,586897000,2023-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2023-12-31,2023,4,578479000,2023-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2024-03-31,2024,1,570278000,2024-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2024-06-30,2024,2,561369000,2024-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2024-09-30,2024,3,556717000,2024-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2024-12-31,2024,4,549964000,2024-12-31,10-K,CommonStockSharesOutstanding
AFL,4977,2025-03-31,2025,1,542493000,2025-03-31,10-Q,CommonStockSharesOutstanding
AFL,4977,2025-06-30,2025,2,534809000,2025-06-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2025-09-30,2025,3,525710000,2025-09-30,10-Q,CommonStockSharesOutstanding
AFL,4977,2025-12-31,2025,4,518690000,2025-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2013-09-30,2013,3,1476007034,2013-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2013-12-31,2013,4,1464063323,2013-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2014-03-31,2014,1,1459249393,2014-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2014-06-30,2014,2,1450776629,2014-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2014-09-30,2014,3,1440148774,2014-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2014-12-31,2014,4,1375926971,2014-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2015-03-31,2015,1,1365951690,2015-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2015-06-30,2015,2,1347452833,2015-06-30,10-Q/A,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2015-09-30,2015,3,1324407969,2015-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
AIG,5272,2015-12-31,2015,4,1193916617,2015-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2016-03-31,2016,1,1130738359,2016-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2016-06-30,2016,2,1082689362,2016-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2016-09-30,2016,3,1042888556,2016-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2016-12-31,2016,4,995335841,2016-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2017-03-31,2017,1,942480026,2017-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2017-06-30,2017,2,903392620,2017-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2017-09-30,2017,3,898880087,2017-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2017-12-31,2017,4,899044657,2017-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2018-03-31,2018,1,897681508,2018-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2018-06-30,2018,2,891214033,2018-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2018-09-30,2018,3,884647527,2018-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2018-12-31,2018,4,866609429,2018-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2019-03-31,2019,1,869736901,2019-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2019-06-30,2019,2,869901511,2019-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2019-09-30,2019,3,869949246,2019-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2019-12-31,2019,4,869999031,2019-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2020-03-31,2020,1,861290608,2020-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2020-06-30,2020,2,861433842,2020-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2020-09-30,2020,3,861448575,2020-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2020-12-31,2020,4,861558049,2020-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2021-03-31,2021,1,859383453,2021-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2021-06-30,2021,2,854927930,2021-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2021-09-30,2021,3,835796051,2021-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2021-12-31,2021,4,818687363,2021-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2022-03-31,2022,1,800224090,2022-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2022-06-30,2022,2,771271516,2022-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2022-09-30,2022,3,747215910,2022-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2022-12-31,2022,4,734100000,2022-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2023-03-31,2023,1,727600000,2023-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2023-06-30,2023,2,717500000,2023-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2023-09-30,2023,3,704600000,2023-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2023-12-31,2023,4,688800000,2023-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2024-03-31,2024,1,671000000,2024-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2024-06-30,2024,2,649800000,2024-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2024-09-30,2024,3,630300000,2024-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2024-12-31,2024,4,606100000,2024-12-31,10-K,CommonStockSharesOutstanding
AIG,5272,2025-03-31,2025,1,580400000,2025-03-31,10-Q,CommonStockSharesOutstanding
AIG,5272,2025-06-30,2025,2,559800000,2025-06-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2025-09-30,2025,3,544500000,2025-09-30,10-Q,CommonStockSharesOutstanding
AIG,5272,2025-12-31,2025,4,538200000,2025-12-31,10-K,CommonStockSharesOutstanding
AIZ,1267238,2013-09-30,2013,3,73319550,2013-09-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2013-12-31,2013,4,71828208,2013-12-31,10-K,CommonStockSharesOutstanding
AIZ,1267238,2014-03-31,2014,1,71869920,2014-03-31,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2014-06-30,2014,2,71300394,2014-06-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2014-09-30,2014,3,70809613,2014-09-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2014-12-31,2014,4,69299559,2014-12-31,10-K,CommonStockSharesOutstanding
AIZ,1267238,2015-03-31,2015,1,68270067,2015-03-31,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2015-06-30,2015,2,66998201,2015-06-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2015-09-30,2015,3,66746690,2015-09-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2015-12-31,2015,4,65850386,2015-12-31,10-K,CommonStockSharesOutstanding
AIZ,1267238,2016-03-31,2016,1,62643447,2016-03-31,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2016-06-30,2016,2,60612310,2016-06-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2016-09-30,2016,3,58010506,2016-09-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2016-12-31,2016,4,55941480,2016-12-31,10-K,CommonStockSharesOutstanding
AIZ,1267238,2017-03-31,2017,1,55029813,2017-03-31,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2017-06-30,2017,2,54064643,2017-06-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2017-09-30,2017,3,53796348,2017-09-30,10-Q,CommonStockSharesOutstanding
AIZ,1267238,2017-12-31,2017,4,52417812,2017-12-31,10-K,CommonStockSharesOutstanding
